iso_code,location,continent,date,new_cases,new_cases_per_million,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths,new_deaths_per_million,new_deaths_smoothed,new_deaths_smoothed_per_million,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,new_vaccinations,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,people_fully_vaccinated,people_fully_vaccinated_per_hundred,people_vaccinated,people_vaccinated_per_hundred,positive_rate,tests_per_case,tests_units,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,total_vaccinations_per_hundred
IDN,Indonesia,Asia,2020-07-19,1639,5.931,1546,5.594,127,0.46,76.714,0.278,10195,0.037,12307,0.045,,,,,,,,0.126,8,people tested,86521,313.072,4143,14.991,707238,2.559,,
IDN,Indonesia,Asia,2020-07-20,1693,6.126,1604.714,5.807,96,0.347,83.286,0.301,13259,0.048,12907,0.047,,,,,,,,0.124,8,people tested,88214,319.198,4239,15.339,720497,2.607,,
IDN,Indonesia,Asia,2020-07-21,1655,5.989,1613.857,5.84,81,0.293,87.143,0.315,17347,0.063,13420,0.049,,,,,,,,0.12,8.3,people tested,89869,325.186,4320,15.632,737844,2.67,,
IDN,Indonesia,Asia,2020-07-22,1882,6.81,1665.286,6.026,139,0.503,94.571,0.342,11782,0.043,13139,0.048,,,,,,,,0.127,7.9,people tested,91751,331.996,4459,16.135,749626,2.712,,
IDN,Indonesia,Asia,2020-07-23,1906,6.897,1712.714,6.197,117,0.423,100.429,0.363,13331,0.048,13307,0.048,,,,,,,,0.129,7.8,people tested,93657,338.893,4576,16.558,762957,2.761,,
IDN,Indonesia,Asia,2020-07-24,1761,6.372,1755.429,6.352,89,0.322,101.143,0.366,14143,0.051,13328,0.048,,,,,,,,0.132,7.6,people tested,95418,345.265,4665,16.88,777100,2.812,,
IDN,Indonesia,Asia,2020-07-25,1868,6.759,1772,6.412,49,0.177,99.714,0.361,12158,0.044,13174,0.048,,,,,,,,0.135,7.4,people tested,97286,352.024,4714,17.057,789258,2.856,,
IDN,Indonesia,Asia,2020-07-26,1492,5.399,1751,6.336,67,0.242,91.143,0.33,7692,0.028,12816,0.046,,,,,,,,0.137,7.3,people tested,98778,357.423,4781,17.3,796950,2.884,,
IDN,Indonesia,Asia,2020-07-27,1525,5.518,1727,6.249,57,0.206,85.571,0.31,,,11707,0.042,,,,,,,,0.148,6.8,people tested,100303,362.941,4838,17.506,,,,
IDN,Indonesia,Asia,2020-07-28,1748,6.325,1740.286,6.297,63,0.228,83,0.3,,,10015,0.036,,,,,,,,0.174,5.8,people tested,102051,369.266,4901,17.734,807946,2.924,,
IDN,Indonesia,Asia,2020-07-29,2381,8.616,1811.571,6.555,74,0.268,73.714,0.267,33081,0.12,13057,0.047,,,,,,,,0.139,7.2,people tested,104432,377.881,4975,18.002,841027,3.043,,
IDN,Indonesia,Asia,2020-07-30,1904,6.89,1811.286,6.554,83,0.3,68.857,0.249,14976,0.054,13292,0.048,,,,,,,,0.136,7.3,people tested,106336,384.771,5058,18.302,856003,3.097,,
IDN,Indonesia,Asia,2020-07-31,2040,7.382,1851.143,6.698,73,0.264,66.571,0.241,10536,0.038,12777,0.046,,,,,,,,0.145,6.9,people tested,108376,392.153,5131,18.566,866539,3.136,,
IDN,Indonesia,Asia,2020-08-01,1560,5.645,1807.143,6.539,62,0.224,68.429,0.248,9355,0.034,12377,0.045,,,,,,,,0.146,6.8,people tested,109936,397.797,5193,18.791,875894,3.169,,
IDN,Indonesia,Asia,2020-08-02,1519,5.496,1811,6.553,43,0.156,65,0.235,6458,0.023,12200,0.044,,,,,,,,0.148,6.7,people tested,111455,403.294,5236,18.946,882352,3.193,,
IDN,Indonesia,Asia,2020-08-03,1679,6.075,1833,6.633,66,0.239,66.286,0.24,12179,0.044,13155,0.048,,,,,,,,0.139,7.2,people tested,113134,409.369,5302,19.185,894531,3.237,,
IDN,Indonesia,Asia,2020-08-04,1922,6.955,1857.857,6.723,86,0.311,69.571,0.252,13456,0.049,14292,0.052,,,,,,,,0.13,7.7,people tested,115056,416.324,5388,19.496,907987,3.286,,
IDN,Indonesia,Asia,2020-08-05,1815,6.567,1777,6.43,64,0.232,68.143,0.247,14722,0.053,11669,0.042,,,,,,,,0.152,6.6,people tested,116871,422.891,5452,19.728,922709,3.339,,
IDN,Indonesia,Asia,2020-08-06,1882,6.81,1773.857,6.419,69,0.25,66.143,0.239,13602,0.049,11473,0.042,,,,,,,,0.155,6.5,people tested,118753,429.701,5521,19.977,936311,3.388,,
IDN,Indonesia,Asia,2020-08-07,2473,8.948,1835.714,6.642,72,0.261,66,0.239,15599,0.056,12196,0.044,,,,,,,,0.151,6.6,people tested,121226,438.65,5593,20.238,951910,3.444,,
IDN,Indonesia,Asia,2020-08-08,2277,8.239,1938.143,7.013,65,0.235,66.429,0.24,11692,0.042,12530,0.045,,,,,,,,0.155,6.5,people tested,123503,446.889,5658,20.473,963602,3.487,,
IDN,Indonesia,Asia,2020-08-09,1893,6.85,1991.571,7.206,65,0.235,69.571,0.252,8992,0.033,12892,0.047,,,,,,,,0.154,6.5,people tested,125396,453.739,5723,20.708,972594,3.519,,
IDN,Indonesia,Asia,2020-08-10,1687,6.104,1992.714,7.211,42,0.152,66.143,0.239,12299,0.045,12909,0.047,,,,,,,,0.154,6.5,people tested,127083,459.843,5765,20.86,984893,3.564,,
IDN,Indonesia,Asia,2020-08-11,1693,6.126,1960,7.092,59,0.213,62.286,0.225,13513,0.049,12917,0.047,,,,,,,,0.152,6.6,people tested,128776,465.969,5824,21.074,998406,3.613,,
IDN,Indonesia,Asia,2020-08-12,1942,7.027,1978.143,7.158,79,0.286,64.429,0.233,13698,0.05,12771,0.046,,,,,,,,0.155,6.5,people tested,130718,472.996,5903,21.36,1012104,3.662,,
IDN,Indonesia,Asia,2020-08-13,2098,7.591,2009,7.269,65,0.235,63.857,0.231,14850,0.054,12949,0.047,,,,,,,,0.155,6.4,people tested,132816,480.587,5968,21.595,1026954,3.716,,
IDN,Indonesia,Asia,2020-08-14,2307,8.348,1985.286,7.184,53,0.192,61.143,0.221,12728,0.046,12539,0.045,,,,,,,,0.158,6.3,people tested,135123,488.935,6021,21.787,1039682,3.762,,
IDN,Indonesia,Asia,2020-08-15,2345,8.485,1995,7.219,50,0.181,59,0.213,12821,0.046,12700,0.046,,,,,,,,0.157,6.4,people tested,137468,497.42,6071,21.968,1052503,3.808,,
IDN,Indonesia,Asia,2020-08-16,2081,7.53,2021.857,7.316,79,0.286,61,0.221,9218,0.033,12732,0.046,,,,,,,,0.159,6.3,people tested,139549,504.95,6150,22.253,1061721,3.842,,
IDN,Indonesia,Asia,2020-08-17,1821,6.589,2041,7.385,57,0.206,63.143,0.228,7224,0.026,12007,0.043,,,,,,,,0.17,5.9,people tested,141370,511.54,6207,22.46,1068945,3.868,,
IDN,Indonesia,Asia,2020-08-18,1673,6.054,2038.143,7.375,70,0.253,64.714,0.234,12409,0.045,11850,0.043,,,,,,,,0.172,5.8,people tested,143043,517.593,6277,22.713,1081354,3.913,,
IDN,Indonesia,Asia,2020-08-19,1902,6.882,2032.429,7.354,69,0.25,63.286,0.229,14940,0.054,12027,0.044,,,,,,,,0.169,5.9,people tested,144945,524.476,6346,22.963,1096294,3.967,,
IDN,Indonesia,Asia,2020-08-20,2266,8.199,2056.429,7.441,72,0.261,64.286,0.233,,,12183,0.044,,,,,,,,0.169,5.9,people tested,147211,532.675,6418,23.223,,,,
IDN,Indonesia,Asia,2020-08-21,2197,7.95,2040.714,7.384,82,0.297,68.429,0.248,,,12642,0.046,,,,,,,,0.161,6.2,people tested,149408,540.625,6500,23.52,,,,
IDN,Indonesia,Asia,2020-08-22,2090,7.563,2004.286,7.252,94,0.34,74.714,0.27,,,13088,0.047,,,,,,,,0.153,6.5,people tested,151498,548.187,6594,23.86,,,,
IDN,Indonesia,Asia,2020-08-23,2037,7.371,1998,7.23,86,0.311,75.714,0.274,,,14049,0.051,,,,,,,,0.142,7,people tested,153535,555.558,6680,24.171,,,,
IDN,Indonesia,Asia,2020-08-24,1877,6.792,2006,7.259,79,0.286,78.857,0.285,,,15294,0.055,,,,,,,,0.131,7.6,people tested,155412,562.35,6759,24.457,,,,
IDN,Indonesia,Asia,2020-08-25,2447,8.854,2116.571,7.659,99,0.358,83,0.3,,,15799,0.057,,,,,,,,0.134,7.5,people tested,157859,571.204,6858,24.815,1191948,4.313,,
IDN,Indonesia,Asia,2020-08-26,2306,8.344,2174.286,7.868,86,0.311,85.429,0.309,,,15131,0.055,,,,,,,,0.144,7,people tested,160165,579.548,6944,25.126,,,,
IDN,Indonesia,Asia,2020-08-27,2719,9.839,2239,8.102,120,0.434,92.286,0.334,,,14319,0.052,,,,,,,,0.156,6.4,people tested,162884,589.387,7064,25.561,1212468,4.387,,
IDN,Indonesia,Asia,2020-08-28,3003,10.866,2354.143,8.518,105,0.38,95.571,0.346,21018,0.076,15044,0.054,,,,,,,,0.156,6.4,people tested,165887,600.253,7169,25.941,1233486,4.463,,
IDN,Indonesia,Asia,2020-08-29,3308,11.97,2528.143,9.148,92,0.333,95.286,0.345,16649,0.06,15145,0.055,,,,,,,,0.167,6,people tested,169195,612.223,7261,26.274,1250135,4.524,,
IDN,Indonesia,Asia,2020-08-30,2858,10.342,2645.429,9.572,82,0.297,94.714,0.343,21166,0.077,15891,0.058,,,,,,,,0.166,6,people tested,172053,622.564,7343,26.57,1271301,4.6,,
IDN,Indonesia,Asia,2020-08-31,2743,9.925,2769.143,10.02,74,0.268,94,0.34,11317,0.041,15230,0.055,,,,,,,,0.182,5.5,people tested,174796,632.49,7417,26.838,1282618,4.641,,
IDN,Indonesia,Asia,2020-09-01,2775,10.041,2816,10.19,88,0.318,92.429,0.334,14566,0.053,15034,0.054,,,,,,,,0.187,5.3,people tested,177571,642.531,7505,27.156,1297184,4.694,,
IDN,Indonesia,Asia,2020-09-02,3075,11.127,2925.857,10.587,111,0.402,96,0.347,15293,0.055,15753,0.057,,,,,,,,0.186,5.4,people tested,180646,653.658,7616,27.558,1312477,4.749,,
IDN,Indonesia,Asia,2020-09-03,3622,13.106,3054.857,11.054,134,0.485,98,0.355,40814,0.148,20118,0.073,,,,,,,,0.152,6.6,people tested,184268,666.764,7750,28.043,1353291,4.897,,
IDN,Indonesia,Asia,2020-09-04,3269,11.829,3092.857,11.191,82,0.297,94.714,0.343,18100,0.065,19701,0.071,,,,,,,,0.157,6.4,people tested,187537,678.592,7832,28.34,1371391,4.962,,
IDN,Indonesia,Asia,2020-09-05,3128,11.318,3067.143,11.098,108,0.391,97,0.351,,,19474,0.07,,,,,,,,0.157,6.3,people tested,190665,689.911,7940,28.73,,,,
IDN,Indonesia,Asia,2020-09-06,3444,12.462,3150.857,11.401,85,0.308,97.429,0.353,,,18602,0.067,,,,,,,,0.169,5.9,people tested,194109,702.373,8025,29.038,1401513,5.071,,
IDN,Indonesia,Asia,2020-09-07,2880,10.421,3170.429,11.472,105,0.38,101.857,0.369,16181,0.059,19297,0.07,,,,,,,,0.164,6.1,people tested,196989,712.794,8130,29.418,1417694,5.13,,
IDN,Indonesia,Asia,2020-09-08,3046,11.022,3209.143,11.612,100,0.362,103.571,0.375,,,18401,0.067,,,,,,,,0.174,5.7,people tested,200035,723.816,8230,29.78,,,,
IDN,Indonesia,Asia,2020-09-09,3307,11.966,3242.286,11.732,106,0.384,102.857,0.372,,,17402,0.063,,,,,,,,0.186,5.4,people tested,203342,735.782,8336,30.163,1434294,5.19,,
IDN,Indonesia,Asia,2020-09-10,3861,13.971,3276.429,11.856,120,0.434,100.857,0.365,15335,0.055,13763,0.05,,,,,,,,0.238,4.2,people tested,207203,749.753,8456,30.598,1449629,5.245,,
IDN,Indonesia,Asia,2020-09-11,3737,13.522,3343.286,12.097,88,0.318,101.714,0.368,20314,0.074,14079,0.051,,,,,,,,0.237,4.2,people tested,210940,763.275,8544,30.916,1469943,5.319,,
IDN,Indonesia,Asia,2020-09-12,3806,13.772,3440.143,12.448,106,0.384,101.429,0.367,28349,0.103,15977,0.058,,,,,,,,0.215,4.6,people tested,214746,777.047,8650,31.3,1498292,5.421,,
IDN,Indonesia,Asia,2020-09-13,3636,13.157,3467.571,12.547,73,0.264,99.714,0.361,24922,0.09,17386,0.063,,,,,,,,0.199,5,people tested,218382,790.203,8723,31.564,1523214,5.512,,
IDN,Indonesia,Asia,2020-09-14,3141,11.366,3504.857,12.682,118,0.427,101.571,0.368,26138,0.095,18808,0.068,,,,,,,,0.186,5.4,people tested,221523,801.569,8841,31.991,1549352,5.606,,
IDN,Indonesia,Asia,2020-09-15,3507,12.69,3570.714,12.92,124,0.449,105,0.38,42704,0.155,23723,0.086,,,,,,,,0.151,6.6,people tested,225030,814.259,8965,32.439,1592056,5.761,,
IDN,Indonesia,Asia,2020-09-16,3963,14.34,3664.429,13.26,135,0.488,109.143,0.395,,,24731,0.089,,,,,,,,0.148,6.7,people tested,228993,828.599,9100,32.928,,,,
IDN,Indonesia,Asia,2020-09-17,3635,13.153,3632.143,13.143,122,0.441,109.429,0.396,,,24734,0.089,,,,,,,,0.147,6.8,people tested,232628,841.752,9222,33.369,1622769,5.872,,
IDN,Indonesia,Asia,2020-09-18,3891,14.079,3654.143,13.222,114,0.413,113.143,0.409,29555,0.107,26054,0.094,,,,,,,,0.14,7.1,people tested,236519,855.831,9336,33.782,1652324,5.979,,
IDN,Indonesia,Asia,2020-09-19,4168,15.082,3705.857,13.409,112,0.405,114,0.413,24324,0.088,25479,0.092,,,,,,,,0.145,6.9,people tested,240687,870.913,9448,34.187,1676648,6.067,,
IDN,Indonesia,Asia,2020-09-20,3989,14.434,3756.286,13.592,105,0.38,118.571,0.429,21554,0.078,24998,0.09,,,,,,,,0.15,6.7,people tested,244676,885.347,9553,34.567,1698202,6.145,,
IDN,Indonesia,Asia,2020-09-21,4176,15.111,3904.143,14.127,124,0.449,119.429,0.432,19973,0.072,24118,0.087,,,,,,,,0.162,6.2,people tested,248852,900.457,9677,35.016,1718175,6.217,,
IDN,Indonesia,Asia,2020-09-22,4071,14.731,3984.714,14.418,160,0.579,124.571,0.451,24825,0.09,21563,0.078,,,,,,,,0.185,5.4,people tested,252923,915.188,9837,35.595,1743000,6.307,,
IDN,Indonesia,Asia,2020-09-23,4465,16.156,4056.429,14.678,140,0.507,125.286,0.453,56563,0.205,27450,0.099,,,,,,,,0.148,6.8,people tested,257388,931.344,9977,36.101,1799563,6.512,,
IDN,Indonesia,Asia,2020-09-24,4634,16.768,4199.143,15.194,128,0.463,126.143,0.456,34786,0.126,30226,0.109,,,,,,,,0.139,7.2,people tested,262022,948.112,10105,36.564,1834349,6.637,,
IDN,Indonesia,Asia,2020-09-25,4823,17.452,4332.286,15.676,113,0.409,126,0.456,26419,0.096,29778,0.108,,,,,,,,0.145,6.9,people tested,266845,965.564,10218,36.973,1860768,6.733,,
IDN,Indonesia,Asia,2020-09-26,4494,16.261,4378.857,15.845,90,0.326,122.857,0.445,25658,0.093,29968,0.108,,,,,,,,0.146,6.8,people tested,271339,981.825,10308,37.299,1886426,6.826,,
IDN,Indonesia,Asia,2020-09-27,3874,14.018,4362.429,15.785,78,0.282,119,0.431,20800,0.075,29861,0.108,,,,,,,,0.146,6.8,people tested,275213,995.843,10386,37.581,1907226,6.901,,
IDN,Indonesia,Asia,2020-09-28,3509,12.697,4267.143,15.44,87,0.315,113.714,0.411,27637,0.1,30955,0.112,,,,,,,,0.138,7.3,people tested,278722,1008.54,10473,37.896,1934863,7.001,,
IDN,Indonesia,Asia,2020-09-29,4002,14.481,4257.286,15.405,128,0.463,109.143,0.395,27891,0.101,31393,0.114,,,,,,,,0.136,7.4,people tested,282724,1023.021,10601,38.359,1962754,7.102,,
IDN,Indonesia,Asia,2020-09-30,4284,15.501,4231.429,15.311,139,0.503,109,0.394,30940,0.112,27733,0.1,,,,,,,,0.153,6.6,people tested,287008,1038.523,10740,38.862,1993694,7.214,,
IDN,Indonesia,Asia,2020-10-01,4174,15.103,4165.714,15.073,116,0.42,107.286,0.388,30296,0.11,27092,0.098,,,,,,,,0.154,6.5,people tested,291182,1053.626,10856,39.282,2023990,7.324,,
IDN,Indonesia,Asia,2020-10-02,4317,15.621,4093.429,14.812,116,0.42,107.714,0.39,26831,0.097,27150,0.098,,,,,,,,0.151,6.6,people tested,295499,1069.247,10972,39.702,2050821,7.421,,
IDN,Indonesia,Asia,2020-10-03,4007,14.499,4023.857,14.56,83,0.3,106.714,0.386,,,26754,0.097,,,,,,,,0.15,6.6,people tested,299506,1083.746,11055,40.002,,,,
IDN,Indonesia,Asia,2020-10-04,3992,14.445,4040.714,14.621,96,0.347,109.286,0.395,,,27051,0.098,,,,,,,,0.149,6.7,people tested,303498,1098.191,11151,40.349,2096584,7.586,,
IDN,Indonesia,Asia,2020-10-05,3622,13.106,4056.857,14.68,102,0.369,111.429,0.403,22771,0.082,26356,0.095,,,,,,,,0.154,6.5,people tested,307120,1111.297,11253,40.718,2119355,7.669,,
IDN,Indonesia,Asia,2020-10-06,4056,14.676,4064.571,14.707,121,0.438,110.429,0.4,26153,0.095,26108,0.094,,,,,,,,0.156,6.4,people tested,311176,1125.973,11374,41.156,2145508,7.763,,
IDN,Indonesia,Asia,2020-10-07,4538,16.421,4100.857,14.839,98,0.355,104.571,0.378,32167,0.116,26283,0.095,,,,,,,,0.156,6.4,people tested,315714,1142.394,11472,41.511,2177675,7.88,,
IDN,Indonesia,Asia,2020-10-08,4850,17.549,4197.429,15.188,108,0.391,103.429,0.374,32901,0.119,26655,0.096,,,,,,,,0.157,6.4,people tested,320564,1159.943,11580,41.902,2210576,7.999,,
IDN,Indonesia,Asia,2020-10-09,4094,14.814,4165.571,15.073,97,0.351,100.714,0.364,39118,0.142,28410,0.103,,,,,,,,0.147,6.8,people tested,324658,1174.757,11677,42.253,2249694,8.14,,
IDN,Indonesia,Asia,2020-10-10,4294,15.538,4206.571,15.221,88,0.318,101.429,0.367,33675,0.122,29952,0.108,,,,,,,,0.14,7.1,people tested,328952,1190.295,11765,42.571,2283369,8.262,,
IDN,Indonesia,Asia,2020-10-11,4497,16.272,4278.714,15.482,79,0.286,99,0.358,22163,0.08,29850,0.108,,,,,,,,0.143,7,people tested,333449,1206.567,11844,42.857,2305532,8.342,,
IDN,Indonesia,Asia,2020-10-12,3267,11.821,4228,15.299,91,0.329,97.429,0.353,33018,0.119,31314,0.113,,,,,,,,0.135,7.4,people tested,336716,1218.388,11935,43.186,2338550,8.462,,
IDN,Indonesia,Asia,2020-10-13,3906,14.134,4206.571,15.221,92,0.333,93.286,0.338,40012,0.145,33293,0.12,,,,,,,,0.126,7.9,people tested,340622,1232.522,12027,43.519,2378562,8.607,,
IDN,Indonesia,Asia,2020-10-14,4127,14.933,4147.857,15.009,129,0.467,97.714,0.354,37044,0.134,33990,0.123,,,,,,,,0.122,8.2,people tested,344749,1247.455,12156,43.986,2415606,8.741,,
IDN,Indonesia,Asia,2020-10-15,4411,15.961,4085.143,14.782,112,0.405,98.286,0.356,34119,0.123,34164,0.124,,,,,,,,0.12,8.4,people tested,349160,1263.416,12268,44.391,2449725,8.864,,
IDN,Indonesia,Asia,2020-10-16,4301,15.563,4114.714,14.889,79,0.286,95.714,0.346,30197,0.109,32890,0.119,,,,,,,,0.125,8,people tested,353461,1278.979,12347,44.677,2479922,8.973,,
IDN,Indonesia,Asia,2020-10-17,4301,15.563,4115.714,14.892,84,0.304,95.143,0.344,25976,0.094,31790,0.115,,,,,,,,0.129,7.7,people tested,357762,1294.542,12431,44.981,2505898,9.067,,
IDN,Indonesia,Asia,2020-10-18,4105,14.854,4059.714,14.69,80,0.289,95.286,0.345,22421,0.081,31827,0.115,,,,,,,,0.128,7.8,people tested,361867,1309.396,12511,45.27,2528319,9.149,,
IDN,Indonesia,Asia,2020-10-19,3373,12.205,4074.857,14.745,106,0.384,97.429,0.353,25202,0.091,30710,0.111,,,,,,,,0.133,7.5,people tested,365240,1321.601,12617,45.654,2553521,9.24,,
IDN,Indonesia,Asia,2020-10-20,3602,13.034,4031.429,14.588,117,0.423,101,0.365,29564,0.107,29218,0.106,,,,,,,,0.138,7.2,people tested,368842,1334.635,12734,46.077,2583085,9.347,,
IDN,Indonesia,Asia,2020-10-21,4267,15.44,4051.429,14.66,123,0.445,100.143,0.362,30597,0.111,28297,0.102,,,,,,,,0.143,7,people tested,373109,1350.074,12857,46.522,2613682,9.457,,
IDN,Indonesia,Asia,2020-10-22,4432,16.037,4054.429,14.671,102,0.369,98.714,0.357,33412,0.121,28196,0.102,,,,,,,,0.144,7,people tested,377541,1366.111,12959,46.891,2647094,9.578,,
IDN,Indonesia,Asia,2020-10-23,4369,15.809,4064.143,14.706,118,0.427,104.286,0.377,32680,0.118,28550,0.103,,,,,,,,0.142,7,people tested,381910,1381.92,13077,47.318,2679774,9.697,,
IDN,Indonesia,Asia,2020-10-24,4070,14.727,4031.143,14.586,128,0.463,110.571,0.4,,,27087,0.098,,,,,,,,0.149,6.7,people tested,385980,1396.647,13205,47.782,,,,
IDN,Indonesia,Asia,2020-10-25,3732,13.504,3977.857,14.394,94,0.34,112.571,0.407,,,26131,0.095,,,,,,,,0.152,6.6,people tested,389712,1410.152,13299,48.122,2711239,9.81,,
IDN,Indonesia,Asia,2020-10-26,3222,11.659,3956.286,14.316,112,0.405,113.429,0.41,18992,0.069,25244,0.091,,,,,,,,0.157,6.4,people tested,392934,1421.81,13411,48.527,2730231,9.879,,
IDN,Indonesia,Asia,2020-10-27,3520,12.737,3944.571,14.273,101,0.365,111.143,0.402,47738,0.173,27841,0.101,,,,,,,,0.142,7.1,people tested,396454,1434.547,13512,48.892,2777969,10.052,,
IDN,Indonesia,Asia,2020-10-28,4029,14.579,3910.571,14.15,100,0.362,107.857,0.39,27344,0.099,27376,0.099,,,,,,,,0.143,7,people tested,400483,1449.126,13612,49.254,2805313,10.151,,
IDN,Indonesia,Asia,2020-10-29,3565,12.9,3786.714,13.702,89,0.322,106,0.384,25393,0.092,26230,0.095,,,,,,,,0.144,6.9,people tested,404048,1462.026,13701,49.576,2830706,10.243,,
IDN,Indonesia,Asia,2020-10-30,2897,10.483,3576.429,12.941,81,0.293,100.714,0.364,23278,0.084,24887,0.09,,,,,,,,0.144,7,people tested,406945,1472.508,13782,49.869,2853984,10.327,,
IDN,Indonesia,Asia,2020-10-31,3143,11.373,3444,12.462,87,0.315,94.857,0.343,27459,0.099,26562,0.096,,,,,,,,0.13,7.7,people tested,410088,1483.881,13869,50.184,2881443,10.426,,
IDN,Indonesia,Asia,2020-11-01,2696,9.755,3296,11.926,74,0.268,92,0.333,17971,0.065,26882,0.097,,,,,,,,0.123,8.2,people tested,412784,1493.636,13943,50.452,2899414,10.491,,
IDN,Indonesia,Asia,2020-11-02,2618,9.473,3209.714,11.614,101,0.365,90.429,0.327,20146,0.073,27047,0.098,,,,,,,,0.119,8.4,people tested,415402,1503.109,14044,50.817,2919560,10.564,,
IDN,Indonesia,Asia,2020-11-03,2973,10.758,3131.571,11.331,102,0.369,90.571,0.328,22218,0.08,23401,0.085,,,,,,,,0.134,7.5,people tested,418375,1513.867,14146,51.187,2941778,10.645,,
IDN,Indonesia,Asia,2020-11-04,3356,12.144,3035.429,10.984,113,0.409,92.429,0.334,28105,0.102,23510,0.085,,,,,,,,0.129,7.7,people tested,421731,1526.011,14259,51.595,2969883,10.746,,
IDN,Indonesia,Asia,2020-11-05,4065,14.709,3106.857,11.242,89,0.322,92.429,0.334,31306,0.113,24355,0.088,,,,,,,,0.128,7.8,people tested,425796,1540.72,14348,51.917,3001189,10.86,,
IDN,Indonesia,Asia,2020-11-06,3778,13.67,3232.714,11.697,94,0.34,94.286,0.341,29472,0.107,25240,0.091,,,,,,,,0.128,7.8,people tested,429574,1554.39,14442,52.258,3030661,10.966,,
IDN,Indonesia,Asia,2020-11-07,4262,15.422,3392.571,12.276,98,0.355,95.857,0.347,29116,0.105,25476,0.092,,,,,,,,0.133,7.5,people tested,433836,1569.812,14540,52.612,3059777,11.072,,
IDN,Indonesia,Asia,2020-11-08,3880,14.04,3561.714,12.888,74,0.268,95.857,0.347,20941,0.076,25901,0.094,,,,,,,,0.138,7.3,people tested,437716,1583.851,14614,52.88,3080718,11.147,,
IDN,Indonesia,Asia,2020-11-09,2853,10.323,3595.286,13.009,75,0.271,92.143,0.333,24747,0.09,26558,0.096,,,,,,,,0.135,7.4,people tested,440569,1594.175,14689,53.151,3105465,11.237,,
IDN,Indonesia,Asia,2020-11-10,3779,13.674,3710.429,13.426,72,0.261,87.857,0.318,32020,0.116,27958,0.101,,,,,,,,0.133,7.5,people tested,444348,1607.849,14761,53.412,3137485,11.353,,
IDN,Indonesia,Asia,2020-11-11,3770,13.642,3769.571,13.64,75,0.271,82.429,0.298,37611,0.136,29316,0.106,,,,,,,,0.129,7.8,people tested,448118,1621.49,14836,53.683,3175096,11.489,,
IDN,Indonesia,Asia,2020-11-12,4173,15.1,3785,13.696,97,0.351,83.571,0.302,36496,0.132,30058,0.109,,,,,,,,0.126,7.9,people tested,452291,1636.59,14933,54.034,3211592,11.621,,
IDN,Indonesia,Asia,2020-11-13,5444,19.699,4023,14.557,104,0.376,85,0.308,37892,0.137,31260,0.113,,,,,,,,0.129,7.8,people tested,457735,1656.289,15037,54.411,3249484,11.758,,
IDN,Indonesia,Asia,2020-11-14,5272,19.076,4167.286,15.079,111,0.402,86.857,0.314,,,29866,0.108,,,,,,,,0.14,7.2,people tested,463007,1675.365,15148,54.812,,,,
IDN,Indonesia,Asia,2020-11-15,4106,14.857,4199.571,15.196,63,0.228,85.286,0.309,,,29639,0.107,,,,,,,,0.142,7.1,people tested,467113,1690.223,15211,55.04,3288194,11.898,,
IDN,Indonesia,Asia,2020-11-16,3535,12.791,4297,15.548,85,0.308,86.714,0.314,25396,0.092,29732,0.108,,,,,,,,0.145,6.9,people tested,470648,1703.014,15296,55.348,3313590,11.99,,
IDN,Indonesia,Asia,2020-11-17,3807,13.775,4301,15.563,97,0.351,90.286,0.327,27570,0.1,29096,0.105,,,,,,,,0.148,6.8,people tested,474455,1716.789,15393,55.699,3341160,12.09,,
IDN,Indonesia,Asia,2020-11-18,4265,15.433,4371.714,15.819,110,0.398,95.286,0.345,74453,0.269,34360,0.124,,,,,,,,0.127,7.9,people tested,478720,1732.222,15503,56.097,3415613,12.359,,
IDN,Indonesia,Asia,2020-11-19,4798,17.361,4461,16.142,97,0.351,95.286,0.345,41222,0.149,35035,0.127,,,,,,,,0.127,7.9,people tested,483518,1749.583,15600,56.448,3456835,12.508,,
IDN,Indonesia,Asia,2020-11-20,4792,17.34,4367.857,15.805,78,0.282,91.571,0.331,39204,0.142,35222,0.127,,,,,,,,0.124,8.1,people tested,488310,1766.923,15678,56.73,3496039,12.65,,
IDN,Indonesia,Asia,2020-11-21,4998,18.085,4328.714,15.663,96,0.347,89.429,0.324,30568,0.111,36824,0.133,,,,,,,,0.118,8.5,people tested,493308,1785.008,15774,57.077,3526607,12.761,,
IDN,Indonesia,Asia,2020-11-22,4360,15.776,4365,15.795,110,0.398,96.143,0.348,26535,0.096,37850,0.137,,,,,,,,0.115,8.7,people tested,497668,1800.784,15884,57.475,3553142,12.857,,
IDN,Indonesia,Asia,2020-11-23,4442,16.073,4494.571,16.263,118,0.427,100.857,0.365,27334,0.099,38127,0.138,,,,,,,,0.118,8.5,people tested,502110,1816.858,16002,57.902,3580476,12.956,,
IDN,Indonesia,Asia,2020-11-24,4192,15.169,4549.571,16.462,109,0.394,102.571,0.371,27768,0.1,38155,0.138,,,,,,,,0.119,8.4,people tested,506302,1832.026,16111,58.297,3608244,13.056,,
